ip,latest_mac,mac_type,hostname,os,manufacturer,model
10.183.16.172,00:50:56:AE:D4:24,static,dcc-cryosparc-dhvi-strucbio-16,AlmaLinux 9.4 (Seafoam Ocelot),VMware,"VMware7,1"
10.183.16.173,00:50:56:AE:C4:BF,static,dcc-cryosparc-dhvi-strucbio-17,AlmaLinux 9.4 (Seafoam Ocelot),VMware,"VMware7,1"
10.183.16.174,00:50:56:AE:C3:A6,static,dcc-cryosparc-dhvi-strucbio-18,AlmaLinux 9.4 (Seafoam Ocelot),VMware,"VMware7,1"
10.183.16.175,00:50:56:AE:00:40,static,dcc-dhvi-md-gpu-02,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.16.176,00:50:56:AE:41:C4,static,dcc-dhvi-md-gpu-01,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.16.177,00:50:56:AE:41:AC,static,dcc-dhvi-md-gpu-03,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.16.178,00:50:56:AE:B8:79,static,dcc-dhvi-md-gpu-04,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.16.179,00:50:56:AE:86:0A,static,dcc-dhvi-md-01,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.16.18,00:50:56:AE:C9:A5,static,dcc-youlab-gpu-49,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.16.180,00:50:56:AE:EB:8C,static,dcc-dhvi-md-gpu-05,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.16.181,00:50:56:AE:AC:D6,static,dcc-dhvi-md-gpu-06,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.16.182,00:50:56:AE:07:CE,static,dcc-dhvi-md-gpu-07,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.16.183,00:50:56:AE:91:A7,static,dcc-dhvi-md-gpu-08,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.16.184,00:50:56:AE:8B:9F,static,dcc-dhvi-md-gpu-09,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.16.185,00:50:56:AE:4E:D1,static,dcc-dhvi-md-02,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.16.186,00:50:56:AE:35:C6,static,dcc-dhvi-md-gpu-11,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.16.187,00:50:56:AE:73:D3,static,dcc-dhvi-md-gpu-10,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.16.188,00:50:56:AE:B2:1B,static,dcc-dhvi-md-gpu-12,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.16.189,00:50:56:AE:11:71,static,dcc-dhvi-md-gpu-13,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.16.19,00:50:56:AE:88:59,static,dcc-youlab-gpu-51,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.16.190,00:50:56:AE:14:30,static,dcc-dhvi-md-03,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.16.191,00:50:56:AE:8A:2E,static,dcc-dhvi-md-gpu-14,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.16.192,00:50:56:AE:F7:0F,static,dcc-dhvi-md-gpu-15,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.16.193,00:50:56:AE:8A:30,static,dcc-dhvi-md-gpu-16,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.16.194,00:50:56:AE:DC:04,static,dcc-dhvi-md-gpu-17,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.16.195,00:50:56:AE:3D:F1,static,dcc-dhvi-md-04,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.16.196,00:50:56:AE:1E:43,static,dcc-dhvi-md-gpu-18,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.16.197,00:50:56:AE:8E:3A,static,dcc-dhvi-md-gpu-19,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.16.198,00:50:56:AE:F8:4B,static,dcc-dhvi-md-gpu-20,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.16.199,00:50:56:AE:CE:CC,static,dcc-dhvi-md-gpu-21,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.16.2,00:50:56:AE:CF:43,static,dcc-youlab-gpu-37,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.16.20,00:50:56:AE:9B:D3,static,dcc-youlab-gpu-50,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.16.200,00:50:56:AE:93:C4,static,dcc-dhvi-md-05,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.16.201,00:50:56:AE:6F:D8,static,dcc-dhvi-md-gpu-24,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.16.202,00:50:56:AE:30:02,static,dcc-dhvi-md-gpu-22,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.16.203,00:50:56:AE:7D:3D,static,dcc-dhvi-md-gpu-23,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.16.204,00:50:56:AE:9F:CA,static,dcc-dhvi-md-gpu-25,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.16.205,00:50:56:AE:0F:E0,static,dcc-dhvi-md-06,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.16.206,00:50:56:AE:75:23,static,dcc-dhvi-md-gpu-26,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.16.207,00:50:56:AE:A4:D0,static,dcc-dhvi-md-gpu-27,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.16.208,00:50:56:AE:12:79,static,dcc-dhvi-md-gpu-28,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.16.209,00:50:56:AE:83:ED,static,dcc-dhvi-md-gpu-29,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.16.21,00:50:56:AE:4E:60,static,dcc-youlab-gpu-52,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.16.210,00:50:56:AE:F9:52,static,dcc-dhvi-md-07,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.16.211,00:50:56:AE:02:D1,static,dcc-cryosparc-dhvi-md-01,AlmaLinux 9.4 (Seafoam Ocelot),VMware,"VMware7,1"
10.183.16.212,00:50:56:AE:DC:15,static,dcc-dhvi-md-gpu-30,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.16.213,00:50:56:AE:3D:A5,static,dcc-dhvi-md-gpu-31,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.16.214,00:50:56:AE:B0:01,static,dcc-dhvi-md-gpu-32,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.16.215,00:50:56:AE:5D:3B,static,dcc-dhvi-md-gpu-33,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.16.216,00:50:56:AE:12:D4,static,dcc-dhvi-md-08,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.16.217,00:50:56:AE:C3:44,static,dcc-dhvi-md-gpu-34,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.16.218,00:50:56:AE:04:08,static,dcc-dhvi-md-gpu-35,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.16.219,00:50:56:AE:FB:13,static,dcc-dhvi-md-gpu-36,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.16.22,00:50:56:AE:04:23,static,dcc-wmglab-39,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.16.220,00:50:56:AE:4D:F6,static,dcc-dhvi-md-gpu-37,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.16.221,00:50:56:AE:A1:6E,static,dcc-dhvi-md-09,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.16.222,00:50:56:AE:C7:9C,static,dcc-dhvi-md-gpu-38,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.16.223,00:50:56:AE:A8:69,static,dcc-dhvi-md-gpu-39,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.16.224,00:50:56:AE:87:F3,static,dcc-dhvi-md-gpu-40,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.16.225,00:50:56:AE:C1:8A,static,dcc-dhvi-md-gpu-41,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.16.226,00:50:56:AE:AA:72,static,dcc-dhvi-md-10,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.16.227,00:50:56:AE:1B:9E,static,dcc-dhvi-md-gpu-42,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.16.228,00:50:56:AE:46:FA,static,dcc-dhvi-md-gpu-43,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.16.229,00:50:56:AE:50:73,static,dcc-dhvi-md-gpu-44,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.16.23,00:50:56:AE:0B:0D,static,dcc-youlab-gpu-53,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.16.230,00:50:56:AE:C9:1F,static,dcc-dhvi-md-gpu-45,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.16.231,00:50:56:AE:B9:61,static,dcc-dhvi-md-gpu-46,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.16.232,00:50:56:AE:6D:B6,static,dcc-dhvi-md-gpu-47,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.16.233,00:50:56:AE:E1:3D,static,dcc-dhvi-md-gpu-48,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.16.234,00:50:56:AE:1D:9A,static,dcc-dhvi-md-gpu-49,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.16.235,00:50:56:AE:77:E0,static,dcc-dhvi-md-gpu-50,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.16.237,00:50:56:AE:18:2C,static,dcc-dhvi-md-gpu-52,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.16.238,00:50:56:AE:1E:5A,static,dcc-dhvi-md-gpu-53,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.16.239,00:50:56:AE:DA:10,static,dcc-dhvi-md-gpu-54,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.16.24,00:50:56:AE:09:C2,static,dcc-youlab-gpu-56,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.16.240,00:50:56:AE:68:CA,static,dcc-dhvi-md-gpu-55,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.16.241,00:50:56:AE:8C:47,static,dcc-dhvi-md-gpu-56,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.16.242,00:50:56:AE:CB:B1,static,dcc-dhvi-md-gpu-57,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.16.243,00:50:56:AE:22:50,static,dcc-dhvi-md-gpu-58,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.16.244,00:50:56:AE:0A:6D,static,dcc-dhvi-md-gpu-59,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.16.245,00:50:56:AE:C0:35,static,dcc-dhvi-md-gpu-60,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.16.246,00:50:56:AE:D8:EE,static,dcc-dhvi-md-gpu-61,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.16.247,00:50:56:AE:8C:8A,static,dcc-dhvi-md-gpu-62,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.16.248,00:50:56:AE:1D:AA,static,dcc-dhvi-md-gpu-63,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.16.249,00:50:56:AE:37:35,static,dcc-dhvi-md-gpu-64,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.16.25,00:50:56:AE:AB:F6,static,dcc-youlab-gpu-55,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.16.250,00:50:56:AE:68:E8,static,dcc-dhvi-md-gpu-65,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.16.251,00:50:56:AE:51:F6,static,dcc-dhvi-md-gpu-66,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.16.252,00:50:56:AE:3D:29,static,dcc-dhvi-md-gpu-67,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.16.253,00:50:56:AE:C2:BC,static,dcc-dhvi-md-gpu-68,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.16.254,00:50:56:AE:7D:7D,static,dcc-dhvi-md-gpu-69,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.16.255,00:50:56:AE:1B:55,static,dcc-dhvi-md-gpu-70,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.16.26,00:50:56:AE:F6:9D,static,dcc-wmglab-40,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.16.27,00:50:56:AE:FD:73,static,dcc-youlab-gpu-54,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.16.28,00:50:56:AE:3B:E6,static,dcc-youlab-gpu-57,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.16.29,00:50:56:AE:B0:14,static,dcc-wmglab-41,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.16.3,00:50:56:AE:21:69,static,dcc-wmglab-35,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.16.30,00:50:56:AE:43:5B,static,dcc-youlab-01,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.16.31,00:50:56:AE:36:62,static,dcc-wmglab-42,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.16.32,00:50:56:AE:DF:A9,static,dcc-wmglab-43,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.16.34,00:50:56:AE:08:E7,static,dcc-wmglab-45,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.16.35,00:50:56:AE:7B:0F,static,dcc-wmglab-44,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.16.36,00:50:56:AE:D8:44,static,dcc-tmolab-02,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.16.37,00:50:56:AE:48:F0,static,dcc-wmglab-46,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.16.38,00:50:56:AE:D8:E0,static,dcc-wmglab-47,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.16.39,00:50:56:AE:E1:FE,static,dcc-wmglab-49,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.16.4,00:50:56:AE:B4:8E,static,dcc-youlab-gpu-38,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.16.40,00:50:56:AE:28:E8,static,dcc-wmglab-48,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.16.41,00:50:56:AE:CE:DB,static,dcc-wmglab-50,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.16.42,00:50:56:AE:D4:2C,static,dcc-wmglab-gpu-01,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.16.43,00:50:56:AE:BF:9A,static,dcc-wmglab-gpu-02,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.16.44,00:50:56:AE:13:6A,static,dcc-wmglab-gpu-03,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.16.45,00:50:56:AE:CA:26,static,dcc-wmglab-gpu-04,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.16.46,00:50:56:AE:62:CA,static,dcc-wmglab-51,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.16.47,00:50:56:AE:AA:57,static,dcc-wmglab-53,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.16.48,00:50:56:AE:3C:64,static,dcc-wmglab-52,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.16.49,00:50:56:AE:ED:DD,static,dcc-wmglab-55,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.16.5,00:50:56:AE:53:BE,static,dcc-youlab-gpu-39,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.16.50,00:50:56:AE:C2:7E,static,dcc-wmglab-54,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.16.51,00:50:56:AE:17:A9,static,dcc-wmglab-56,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.16.52,00:50:56:AE:E6:8F,static,dcc-wmglab-57,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.16.53,00:50:56:AE:37:86,static,dcc-wmglab-59,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.16.54,00:50:56:AE:8D:8D,static,dcc-wmglab-58,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.16.55,00:50:56:AE:30:8D,static,dcc-wmglab-60,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.16.56,00:50:56:AE:0F:45,static,dcc-wmglab-61,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.16.57,00:50:56:AE:CC:76,static,dcc-tdunn-gpu-01,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.16.6,00:50:56:AE:4B:EB,static,dcc-youlab-gpu-40,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.16.60,00:50:56:AE:AA:60,static,dcc-tdunn-gpu-02,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.16.61,00:50:56:AE:FE:BE,static,dcc-wmglab-64,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.16.62,00:50:56:AE:FA:2D,static,dcc-wmglab-65,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.16.63,00:50:56:AE:C0:44,static,dcc-tdunn-gpu-03,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.16.64,00:50:56:AE:2F:89,static,dcc-wmglab-66,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.16.65,00:50:56:AE:59:B7,static,dcc-wmglab-67,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.16.66,00:50:56:AE:FE:C0,static,dcc-pfister-01,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.16.67,00:50:56:AE:48:F8,static,dcc-lefkowitz-gpu-01,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.16.68,00:50:56:AE:72:54,static,dcc-lefkowitz-gpu-02,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.16.69,00:50:56:AE:EC:7B,static,dcc-core-gpu-02,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.16.7,00:50:56:AE:62:9B,static,dcc-wmglab-36,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.16.70,00:50:56:AE:83:10,static,dcc-core-gpu-01,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.16.71,00:50:56:AE:BC:DC,static,dcc-core-gpu-04,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.16.72,00:50:56:AE:7F:D2,static,dcc-core-gpu-03,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.16.73,00:50:56:AE:71:BB,static,dcc-core-01,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.16.74,00:50:56:AE:19:15,static,dcc-carin-gpu-02,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.16.75,00:50:56:AE:3E:E9,static,dcc-carin-gpu-01,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.16.76,00:50:56:AE:8C:CD,static,dcc-carin-gpu-03,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.16.77,00:50:56:AE:54:13,static,dcc-carin-gpu-04,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.16.78,00:50:56:AE:E7:61,static,dcc-carin-gpu-06,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.16.79,00:50:56:AE:F7:3F,static,dcc-carin-gpu-05,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.16.8,00:50:56:AE:28:23,static,dcc-youlab-gpu-42,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.16.80,00:50:56:AE:0E:E2,static,dcc-carin-gpu-07,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.16.81,00:50:56:AE:8E:56,static,dcc-carin-gpu-08,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.16.82,00:50:56:AE:D8:1A,static,dcc-carin-gpu-10,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.16.83,00:50:56:AE:B4:0A,static,dcc-carin-gpu-09,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.16.84,00:50:56:AE:98:AA,static,dcc-carin-gpu-11,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.16.85,00:50:56:AE:84:97,static,dcc-carin-gpu-12,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.16.86,00:50:56:AE:90:EF,static,dcc-compeb-01,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.16.87,00:50:56:AE:9B:0C,static,dcc-compeb-02,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.16.88,00:50:56:AE:9C:1A,static,dcc-compeb-03,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.16.89,00:50:56:AE:47:2D,static,dcc-compeb-04,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.16.9,00:50:56:AE:2D:DC,static,dcc-youlab-gpu-41,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.16.90,00:50:56:AE:42:13,static,dcc-dhvi-01,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.16.91,00:50:56:AE:98:3B,static,dcc-dhvi-02,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.16.92,00:50:56:AE:E1:78,static,dcc-dhvi-03,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.16.93,00:50:56:AE:1E:91,static,dcc-dhvi-04,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.16.94,00:50:56:AE:1B:21,static,dcc-core-02,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.16.95,00:50:56:AE:47:FD,static,dcc-dhvi-05,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.16.96,00:50:56:AE:13:97,static,dcc-dhvi-06,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.16.97,00:50:56:AE:A9:0F,static,dcc-dhvi-08,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.16.98,00:50:56:AE:07:9D,static,dcc-biostat-02,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.16.99,00:50:56:AE:49:CA,static,dcc-dhvi-07,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.17.0,00:50:56:AE:7C:D2,static,dcc-dhvi-md-gpu-71,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.17.1,00:50:56:AE:92:1E,static,dcc-dhvi-md-gpu-72,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.17.10,00:50:56:AE:CC:7F,static,dcc-dhvi-md-gpu-81,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.17.100,00:50:56:AE:C0:25,static,dcc-dhvi-md-gpu-171,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.17.101,00:50:56:AE:8C:16,static,dcc-dhvi-md-gpu-172,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.17.102,00:50:56:AE:84:61,static,dcc-dhvi-md-gpu-173,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.17.103,00:50:56:AE:B9:D8,static,dcc-dhvi-md-gpu-174,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.17.104,00:50:56:AE:4A:CB,static,dcc-dhvi-md-gpu-175,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.17.105,00:50:56:AE:80:C5,static,dcc-dhvi-md-gpu-176,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
